beer_name,beer_abv,beer_ibu,beer_srm,beer_kcal,national_id,category_id,brewery_id,description,ounces
Vortex IPA,0.074,97,,,america,American IPA,206,,16
Fort Pitt Ale,,,,,america,American Amber / Red Ale,151,,12
Park,0.047,19,,,america,American Pale Wheat Ale,4,,12
Westfalia,0.056,16,,,america,American Amber / Red Ale,4,,12
KSA,0.046,17,,,america,Kölsch,4,,12
Villager,0.063,42,,,america,American IPA,4,,12
Dirty Bastard,0.085,50,,,america,Scotch Ale / Wee Heavy,15,,12
Centennial IPA,0.072,65,,,america,American IPA,15,,12
All Day IPA,0.047,42,,,america,American IPA,15,,12
El Chingon IPA,0.076,73,,,america,American IPA,287,,12
Block Party Robust Porter,0.057,40,,,america,American Porter,287,,12
Local Buzz,0.052,20,,,america,American Blonde Ale,287,,12
Feel Like Maplin' Love,0.055,,,,america,Oatmeal Stout,22,,16
Father's Beer,0.05,,,,america,Belgian Pale Ale,22,,16
The 26th,0.06,,,,america,American IPA,22,,16
The Gadget,0.064,90,,,america,American IPA,22,,16
Leprechaun Lager,0.04,,,,america,American Pale Lager,348,,12
Kilt Lifter Scottish-Style Ale,0.06,21,,,america,,160,,12
Pumpkin Porter,0.051,,,,america,American Porter,160,,12
Four Peaks Peach Ale,0.042,9,,,america,Fruit / Vegetable Beer,160,,12
Hop Knot IPA,0.067,47,,,america,American IPA,160,,12
Kilt Lifter Scottish-Style Ale (2009),0.06,21,,,america,Scottish Ale,160,,12
Four String Vanilla Porter,0.06,,,,america,American Porter,105,,12
Suncaster Summer Wheat,0.05,28,,,america,American Pale Wheat Ale,105,,12
Brass Knuckle Pale Ale,0.057,36,,,america,American Pale Ale (APA),105,,12
Big Star White IPA,0.07,70,,,america,American White IPA,105,,12
Old Detroit,0.056,,,,america,American Amber / Red Ale,253,,12
Batch 69 IPA,0.069,69,,,america,American IPA,253,,12
Twisted Helles Summer Lager,0.055,18,,,america,Munich Helles Lager,253,,12
OktoberFiesta,0.053,27,,,america,,66,,12
Texicali ,0.065,33,,,america,American Brown Ale,66,,12
Pinata Protest,0.06,,,,america,Witbier,66,,12
Bat Outta Helles,0.042,20,,,america,Munich Helles Lager,66,,12
Original,0.068,,,,america,American Amber / Red Ale,66,,12
Rye Wit,0.042,10,,,america,Witbier,66,,12
Soul Doubt,0.059,70,,,america,American IPA,66,,12
Yo Soy Un Berliner,0.044,5,,,america,Berliner Weissbier,66,,12
77 Fremont Select Spring Session IPA,0.04,,,,america,American IPA,460,,12
Fremont Organic Pale Ale,0.045,,,,america,American Pale Ale (APA),460,,12
Abominable Ale,0.08,,,,america,English Strong Ale,460,,12
Harvest Ale,0.065,35,,,america,Saison / Farmhouse Ale,460,,12
Fremont Summer Ale,0.065,45,,,america,American Pale Ale (APA),460,,12
Universale Pale Ale,0.056,30,,,america,American Pale Ale (APA),460,,12
Interurban IPA,0.065,80,,,america,American IPA,460,,12
Gateway Kolsch Style Ale,0.053,32,,,america,Kölsch,433,,12
Wee-Heavy-Er Scotch Ale,0.07,24,,,america,Scotch Ale / Wee Heavy,433,,12
13 Rebels ESB,0.052,42,,,america,Extra Special / Strong Bitter (ESB),433,,12
Salamander Slam,0.07,73,,,america,American IPA,180,,16
Cack-A-Lacky,0.05,,,,america,American Pale Ale (APA),347,,12
No Wake IPA,0.072,50,,,america,American IPA,228,,12
Boathouse Blonde,0.049,15,,,america,American Blonde Ale,228,,12
Cedar Point,0.05,26,,,america,American Amber / Red Ale,228,,12
Clean Shave IPA,0.067,70,,,america,American IPA,106,,12
Might As Well IPL,0.072,75,,,america,American Pale Lager,240,,16
Saison Pamplemousse,0.058,35,,,america,Saison / Farmhouse Ale,240,,12
2020 IPA,0.074,74,,,america,American IPA,240,,16
Wolf Among Weeds IPA,0.08,70,,,america,American IPA,240,,16
Better Weather IPA,0.094,92,,,america,American IPA,240,,16
Point the Way IPA,0.059,60,,,america,American IPA,240,,16
Golden Road Hefeweizen,0.046,15,,,america,Hefeweizen,240,,16
Heal the Bay IPA,0.068,65,,,america,American IPA,240,,16
Point the Way IPA,0.059,60,,,america,American IPA,240,,12
Get Up Offa That Brown,0.055,20,,,america,American Brown Ale,240,,16
Burning Bush Smoked IPA,0.08,70,,,america,American IPA,240,,16
Wolf Among Weeds IPA (2012),0.08,70,,,america,American IPA,240,,16
Point the Way IPA (2012),0.059,60,,,america,American IPA,240,,16
Golden Road Hefeweizen (2012),0.046,15,,,america,Hefeweizen,240,,16
Vanilla Porter,0.07,11,,,america,American Porter,39,,16
Descender IPA,0.07,70,,,america,American IPA,464,,12
Sweet As Pacific Ale,0.06,18,,,america,American Pale Wheat Ale,464,,12
Good People Pale Ale,0.056,36,,,america,American Pale Ale (APA),478,,12
Snake Handler Double IPA,0.093,103,,,america,American Double / Imperial IPA,478,,12
Coffee Oatmeal Stout,0.06,54,,,america,Oatmeal Stout,478,,12
Good People IPA,0.06,64,,,america,American IPA,478,,12
Good People American Brown Ale,0.058,36,,,america,American Brown Ale,478,,12
Mountain Rescue Pale Ale,0.055,40,,,america,American Pale Ale (APA),194,,12
Goose Island India Pale Ale,0.059,55,,,america,American IPA,196,,12
312 Urban Pale Ale,0.054,30,,,america,American Pale Ale (APA),88,,16
312 Urban Wheat Ale,0.042,18,,,america,American Pale Wheat Ale,88,,16
312 Urban Wheat Ale (2012),0.042,20,,,america,American Pale Wheat Ale,88,,12
Beaver Logger,0.052,19,,,america,American Pale Lager,420,,12
White Water Wheat,0.05,,,,america,American Pale Wheat Ale,536,,12
Grand Canyon American Pilsner,0.052,,,,america,American Pilsner,536,,12
Grand Canyon Sunset Amber Ale,0.054,,,,america,American Amber / Red Ale,536,,12
Black Iron India Pale Ale,,,,,america,American IPA,536,,12
Monarch Classic American Wheat,0.043,21,,,america,American Pale Wheat Ale,213,,12
Sir William's English Brown Ale,0.049,21,,,america,English Brown Ale,213,,12
Lakefire Rye Pale Ale,0.055,35,,,america,American Pale Ale (APA),213,,12
Beer Agent Re-Ignition,0.053,22,,,america,American Blonde Ale,165,,16
Cherry Ale,0.057,18,,,america,Fruit / Vegetable Beer,165,,16
Bourbon Barrel Aged Coconut Porter,0.056,33,,,america,American Porter,165,,16
Great Crescent IPA,0.062,60,,,america,American IPA,165,,16
Aurora Lager,0.057,27,,,america,Dortmunder / Export Lager,165,,16
Great Crescent Blonde Ale,0.053,22,,,america,American Blonde Ale,165,,16
Great Crescent Coconut Porter,0.056,33,,,america,American Porter,165,,16
Great Crescent Oktoberfest Lager,0.057,25,,,america,Märzen / Oktoberfest,165,,16
Great Crescent Brown Ale,0.045,36,,,america,American Brown Ale,165,,16
Cherry Ale (1),0.057,18,,,america,Fruit / Vegetable Beer,165,,16
Aurora Lager (2011),0.057,27,,,america,Dortmunder / Export Lager,165,,16
Frosted Fields Winter Wheat,0.06,25,,,america,American Dark Wheat Ale,165,,16
Great Crescent Belgian Style Wit,0.051,13,,,america,Witbier,165,,16
Bourbon's Barrel Stout,0.075,65,,,america,American Stout,165,,16
Great Crescent Stout,0.08,66,,,america,English Stout,165,,16
Great Crescent Coconut Porter (2012),0.056,33,,,america,American Porter,165,,16
Great Crescent Dark Lager,0.057,23,,,america,Euro Dark Lager,165,,16
Great Crescent Mild Ale,0.042,26,,,america,English Dark Mild Ale,165,,16
Great Crescent IPA (2011),0.062,60,,,america,American IPA,165,,16
Great Crescent Blonde Ale (2011),0.053,22,,,america,American Blonde Ale,165,,16
Denver Pale Ale (Artist Series No. 1),0.05,,,,america,American Pale Ale (APA),6,,12
Hibernation Ale,0.087,,,,america,Old Ale,6,,12
Whitewater,0.061,,,,america,American Pale Wheat Ale,6,,12
Rumble,0.071,,,,america,American IPA,6,,12
Orabelle,0.083,,,,america,Tripel,6,,12
Lasso,0.05,,,,america,American IPA,6,,12
Yeti  Imperial Stout,0.095,75,,,america,Russian Imperial Stout,6,,12
Colette,0.073,,,,america,Saison / Farmhouse Ale,6,,12
Titan IPA,0.071,,,,america,American IPA,6,,12
Black Star Double Hopped Golden Lager (24 oz.),0.045,15,,,america,American Pale Lager,543,,24
Black Star Double Hopped Golden Lager (12 oz.),0.045,15,,,america,American Pale Lager,543,,12
Commotion APA,0.052,49,,,america,American Pale Ale (APA),269,,12
Southern Drawl Pale Lager,0.052,,,,america,American Pale Lager,269,,12
Chickawawa Lemonale,0.05,5,,,america,Fruit / Vegetable Beer,365,,12
Barrel Aged Farmer,0.07,22,,,america,American Brown Ale,365,,16
Great River Golden Ale,0.048,,,,america,American Blonde Ale,365,,12
Dirty Blonde Chocolate Ale,0.048,,,,america,American Blonde Ale,365,,12
Dos Pistolas,0.048,20,,,america,Vienna Lager,365,,12
Owney Irish Style Red Ale,0.05,30,,,america,Irish Red Ale,365,,16
Aaah Bock Lager,0.06,,,,america,Vienna Lager,365,,16
Widespread Wit,0.055,10,,,america,Witbier,365,,16
Roller Dam Red Ale,0.054,30,,,america,Irish Red Ale,365,,16
483 Pale Ale,0.053,48,,,america,American Pale Ale (APA),365,,16
Hop A Potamus Double Dark Rye Pale Ale,0.09,99,,,america,Rye Beer,365,,16
Farmer Brown Ale,0.07,22,,,america,American Brown Ale,365,,16
Big Cock IPA,0.07,70,,,america,American IPA,365,,16
Oktoberfest,0.059,25,,,america,Märzen / Oktoberfest,365,,16
40th Annual Bix Street Fest Copper Ale (Current),0.048,25,,,america,American Amber / Red Ale,365,,16
Redband Stout,0.06,36,,,america,American Stout,365,,16
483 Pale Ale (2010),0.053,48,,,america,American Pale Ale (APA),365,,16
Roller Dam Red Ale (2010),0.054,30,,,america,Irish Red Ale,365,,16
Pablo Beach Pale Ale,0.05,30,,,america,American Pale Ale (APA),466,,12
Wild Trail Pale Ale,0.057,44,,,america,American Pale Ale (APA),156,,12
Mothman Black IPA,0.067,71,,,america,American Black Ale,156,,12
Autumn Winds Fest Beer,0.058,,,,america,Märzen / Oktoberfest,86,,16
Captain's Daughter,0.085,69,,,america,American Double / Imperial IPA,86,,12
Autumn Winds,0.058,,,,america,Märzen / Oktoberfest,379,,16
Flying Jenny Extra Pale Ale,0.06,54,,,america,American Pale Ale (APA),379,,12
Hazy Day Belgian-Style Wit,0.04,20,,,america,Witbier,379,,16
Bring Back the Beach Blonde Ale,0.055,,,,america,American Blonde Ale,379,,16
Leaning Chimney Smoked Porter,0.06,34,,,america,American Porter,379,,16
Flying Jenny Extra Pale Ale (2012),0.06,54,,,america,American Pale Ale (APA),379,,12
Flagship Ale,0.049,22,,,america,Cream Ale,379,,12
Mr. Blue Sky,0.045,6,,,america,American Pale Wheat Ale,124,,16
3 Scrooges,0.065,,,,america,Winter Warmer,124,,16
Grand Trunk Bohemian Pils,0.05,35,,,america,Czech Pilsener,124,,16
El Rojo,0.065,25,,,america,American Amber / Red Ale,124,,16
Norm's Raggedy Ass IPA,0.075,,,,america,American IPA,124,,16
Grind Line,0.05,35,,,america,American Pale Ale (APA),124,,16
Norm's Gateway IPA,0.04,55,,,america,American IPA,124,,12
Lemon Shandy Tripel,0.09,,,,america,Tripel,124,,16
Little Red Cap,0.063,43,,,america,Altbier,144,,12
Supergoose IPA,0.069,67,,,america,American IPA,290,,12
Hale's Pale American Ale,0.047,,,,america,American Pale Ale (APA),290,,12
Heyoka IPA,0.07,,,,america,American IPA,327,,16
Guest Lager,0.08,,,,america,American Double / Imperial Pilsner,327,,16
Pony Pilsner,0.057,,,,america,German Pilsener,327,,16
Akari Shogun American Wheat Ale,0.055,,,,america,American Pale Wheat Ale,327,,16
Meat Wave,0.06,,,,america,English India Pale Ale (IPA),327,,16
Over Ale,0.06,,,,america,American Brown Ale,327,,16
Gossamer Golden Ale,0.042,,,,america,American Blonde Ale,327,,16
Daisy Cutter Pale Ale,0.052,,,,america,American Pale Ale (APA),327,,16
Pursuit,0.07,40,,,america,American IPA,248,,12
Half Full Bright Ale,0.052,18,,,america,American Blonde Ale,248,,12
Orange Wheat,0.046,17,,,america,Fruit / Vegetable Beer,476,,12
Hangar 24 Helles Lager,0.043,14,,,america,Munich Helles Lager,476,,12
The Great Return,0.075,70,,,america,American IPA,343,,16
Hardywood Cream Ale,0.044,18,,,america,Cream Ale,343,,12
Capital Trail Pale Ale,0.056,55,,,america,American Pale Ale (APA),343,,12
UFO Gingerland,0.052,15,,,america,Herbed / Spiced Beer,234,,12
The Long Thaw White IPA,0.062,45,,,america,American White IPA,234,,12
Honey Cider,0.048,,,,america,Cider,234,,12
Harpoon Summer Beer,0.05,28,,,america,Kölsch,234,,12
Harpoon IPA,0.059,42,,,america,American IPA,234,,12
UFO Pumpkin,0.059,20,,,america,Pumpkin Ale,234,,12
Harpoon Octoberfest,0.055,30,,,america,Märzen / Oktoberfest,234,,12
Harpoon IPA (2012),0.059,42,,,america,American IPA,234,,12
Harpoon Summer Beer (2012),0.05,28,,,america,Kölsch,234,,12
UFO White,0.048,10,,,america,American Pale Wheat Ale,234,,12
Harpoon Summer Beer (2010),0.05,28,,,america,Kölsch,234,,12
Harpoon IPA (2010),0.059,42,,,america,American IPA,234,,12
Great Falls Select Pale Ale,,,,,america,American Blonde Ale,535,,12
Beltian White,0.048,,,,america,Witbier,535,,12
Kaua'i Golden Ale,0.049,,,,america,American Blonde Ale,204,,12
Sunset Amber,0.054,,,,america,American Pale Ale (APA),204,,12
Hapa Brown Ale,0.064,,,,america,American Brown Ale,204,,19.2
Hapa Brown Ale,0.064,,,,america,American Brown Ale,204,,12
Southern Cross,0.083,,,,america,Flanders Red Ale,204,,19.2
Groupe G,0.076,65,,,america,Belgian IPA,280,,16
Pt. Bonita Rustic Lager,0.062,40,,,america,American Pale Lager,280,,16
Hill 88 Double IPA,0.088,77,,,america,American Double / Imperial IPA,280,,16
Loose Cannon,0.072,45,,,america,American IPA,479,,12
AARGHtoberfest!,0.06,30,,,america,Märzen / Oktoberfest,479,,12
Davy Jones Lager,0.06,,,,america,Cream Ale,479,,12
Grazias,0.063,30,,,america,Cream Ale,423,,16
Habitus IPA,0.08,86,,,america,American IPA,423,,16
Ex Umbris Rye Imperial Stout,0.099,85,,,america,American Double / Imperial Stout,423,,16
The Golden One,0.063,21,,,america,American Pilsner,168,,12
The Power of Zeus,0.07,68,,,america,American Pale Ale (APA),168,,12
Tonganoxie Honey Wheat,0.044,22,,,america,American Pale Wheat Ale,500,,12
Oregon Trail Unfiltered Raspberry Wheat,0.045,,,,america,Fruit / Vegetable Beer,500,,12
Annie's Amber Ale,0.055,,,,america,American Amber / Red Ale,500,,12
Hilliard's Pils,0.055,34,,,america,Czech Pilsener,362,,16
Hilliard's Blonde,0.049,20,,,america,American Blonde Ale,362,,16
Hilliard's Amber Ale,0.055,60,,,america,American Amber / Red Ale,362,,16
Hilliard's Saison,0.066,30,,,america,Saison / Farmhouse Ale,362,,16
White Cap White IPA,0.042,,,,america,American White IPA,349,,16
Provision,0.042,25,,,america,Saison / Farmhouse Ale,297,,12
One Nut Brown,0.047,28,,,america,American Brown Ale,297,,12
Hop Farm IPA,0.058,45,,,america,American IPA,297,,12
Double D Blonde,0.049,20,,,america,American Blonde Ale,198,,12
Festeroo Winter Ale,0.078,60,,,america,American Strong Ale,198,,12
Proxima IPA,0.063,70,,,america,American IPA,198,,12
Double D Blonde (2013),0.049,20,,,america,American Blonde Ale,198,,12
541 American Lager,0.048,13,,,america,American Pale Lager,198,,12
Alphadelic IPA,0.065,90,,,america,American IPA,198,,12
Alphadelic IPA (2011),0.065,90,,,america,American IPA,198,,12
Double D Blonde (2011),0.049,20,,,america,American Blonde Ale,198,,12
Green House India Pale Ale,0.07,,,,america,American IPA,395,,12
The One They Call Zoe,0.051,,,,america,American Pale Lager,395,,12
Alteration,0.051,40,,,america,Altbier,395,,12
Pale Dog,0.06,50,,,america,American Pale Ale (APA),395,,12
Porter Culture,0.065,,,,america,American Porter,136,,12
Hard Cider,0.068,,,,america,Cider,80,,16
Totally Radler,0.027,21,,,america,Radler,80,,16
Nonstop Hef Hop,0.039,20,,,america,American Pale Wheat Ale,80,,16
Nonstop Hef Hop,0.039,20,,,america,American Pale Wheat Ale,80,,16
Nonstop Hef Hop,0.039,20,,,america,American Pale Wheat Ale,80,,16
Nonstop Hef Hop,0.039,20,,,america,American Pale Wheat Ale,80,,16
Nonstop Hef Hop,0.039,20,,,america,American Pale Wheat Ale,80,,16
Nonstop Hef Hop,0.039,20,,,america,American Pale Wheat Ale,80,,16
Nonstop Hef Hop,0.039,20,,,america,American Pale Wheat Ale,80,,16
Nonstop Hef Hop,0.039,20,,,america,American Pale Wheat Ale,80,,16
Nonstop Hef Hop,0.039,20,,,america,American Pale Wheat Ale,80,,16
Nonstop Hef Hop,0.039,20,,,america,American Pale Wheat Ale,80,,16
Nonstop Hef Hop,0.039,20,,,america,American Pale Wheat Ale,80,,16
Nonstop Hef Hop,0.039,20,,,america,American Pale Wheat Ale,80,,16
Rise Up Red,0.058,60,,,america,American Amber / Red Ale,80,,16
Survival Stout,0.058,35,,,america,American Stout,80,,16
Hopworks IPA,0.066,75,,,america,American IPA,80,,16
Abominable Winter Ale,0.073,70,,,america,American Strong Ale,80,,16
Pigwar White India Pale Ale,0.06,60,,,america,American White IPA,80,,16
Rise-Up Red (2014),0.058,60,,,america,American Amber / Red Ale,80,,16
Abominable Winter Ale (2012),0.073,70,,,america,American Strong Ale,80,,16
HUB Lager,0.051,32,,,america,Czech Pilsener,80,,16
Hopworks IPA (2012),0.066,75,,,america,American IPA,80,,16
Watermelon Wheat,0.056,,,,america,American Pale Wheat Ale,120,,12
Laka Laka Pineapple,0.051,17,,,america,Hefeweizen,120,,12
Oktoberfest,0.06,,,,america,Märzen / Oktoberfest,120,,16
Trail Maker Pale Ale,0.065,,,,america,American Pale Ale (APA),445,,12
Action Man Lager,0.055,,,,america,Vienna Lager,445,,12
Let It Ride IPA,0.068,90,,,america,American IPA,277,,12
Stir Crazy Winter Ale,0.065,22,,,america,Winter Warmer,277,,12
Sweet Yamma Jamma Ale,0.05,10,,,america,Fruit / Vegetable Beer,277,,12
Shenanigans Summer Ale,0.046,27,,,america,American Pale Wheat Ale,277,,12
Midnight Ryder,0.065,80,,,america,American Black Ale,277,,12
Day Tripper Pale Ale,0.054,45,,,america,American Pale Ale (APA),277,,12
Oklahoma Suks,0.048,32,,,america,American Amber / Red Ale,140,,12
Power & Light,0.055,42,,,america,American Pale Ale (APA),140,,12
White Rabbit ,0.059,27,,,america,Witbier,140,,12
Tribute,0.058,58,,,america,American Pale Ale (APA),23,,12
Infamous IPA,0.07,75,,,america,American IPA,242,,12
Hijack,0.055,20,,,america,Cream Ale,242,,12
Jon Boat Coastal Ale,0.045,20,,,america,American Blonde Ale,527,,12
I-10 IPA,0.068,55,,,america,American IPA,527,,12
People's Pale Ale,0.053,28,,,america,American Pale Ale (APA),527,,12
Summer Ale,0.049,,,,america,American Blonde Ale,123,,12
Appreciation Ale,,,,,america,American IPA,316,,16
House Lager,0.052,18,,,america,Keller Bier / Zwickel Bier,2,,16
Leisure Time,0.048,15,,,america,American Pale Lager,2,,12
Excess IPL,0.072,80,,,america,American India Pale Lager,2,,16
Hoponius Union,0.067,65,,,america,American India Pale Lager,2,,12
Calyptra,0.049,45,,,america,American India Pale Lager,2,,12
Helen's Blend,0.05,,,,america,Cider,416,,12
Jack's Hard Cider,0.051,,,,america,Cider,416,,12
Thunder Ann,0.055,37,,,america,American Pale Ale (APA),312,,12
Razz Wheat,0.055,,,,america,Fruit / Vegetable Beer,92,,12
Hop Ryot,0.065,,,,america,American IPA,92,,12
Mystic Mama IPA,0.07,,,,america,American IPA,92,,12
Firefly Amber Ale,0.05,,,,america,American Amber / Red Ale,92,,12
Chomolungma Honey Nut Brown Ale,0.067,,,,america,English Brown Ale,92,,12
Welcome to Scoville,0.069,,,,america,American IPA,114,,12
Bastian,,,,,america,American Strong Ale,32,,12
Healani,0.045,,,,america,Hefeweizen,32,,12
Yabba Dhaba Chai Tea Porter,0.055,,,,america,American Porter,32,,12
A Capella Gluten Free Pale Ale,0.055,,,,america,American Pale Ale (APA),32,,12
Casper White Stout,0.06,,,,america,American Blonde Ale,32,,12
JP's Ould Sod Irish Red IPA,0.06,,,,america,American IPA,32,,12
Weize Guy,0.05,15,,,america,Hefeweizen,233,,12
Fox Tail Gluten Free Ale,0.05,50,,,america,American Pale Ale (APA),233,,12
Hop Box Imperial IPA,0.093,90,,,america,American Double / Imperial IPA,233,,12
Joseph James American Lager,0.052,15,,,america,American Adjunct Lager,233,,12
Sucha Much IPA,0.071,,,,america,American IPA,208,,12
Lewbricator Wheat Dopplebock ,0.075,24,,,america,Doppelbock,208,,12
Weisse Versa (2012),0.052,16,,,america,Hefeweizen,125,,12
Mother in Lager,0.058,25,,,america,Munich Dunkel Lager,125,,12
Weekend Warrior Pale Ale,0.055,40,,,america,American Pale Ale (APA),125,,12
Karbachtoberfest,0.055,25,,,america,Märzen / Oktoberfest,125,,12
Love Street Summer Seasonal (2014),0.047,20,,,america,Kölsch,125,,12
Barn Burner Saison,0.066,20,,,america,Saison / Farmhouse Ale,125,,12
Rodeo Clown Double IPA,0.095,85,,,america,American Double / Imperial IPA,125,,12
Sympathy for the Lager,0.049,45,,,america,American Amber / Red Lager,125,,12
Weisse Versa,0.052,15,,,america,Hefeweizen,125,,12
Hopadillo India Pale Ale,0.066,70,,,america,American IPA,125,,12
KelSo Nut Brown Lager,0.057,19,,,america,Euro Dark Lager,342,,12
KelSo India Pale Ale,0.06,64,,,america,American IPA,342,,12
KelSo Pilsner,0.055,23,,,america,Czech Pilsener,342,,12
Skilak Scottish Ale,0.058,,,,america,Scottish Ale,458,,12
Peninsula Brewers Reserve (PBR),0.05,15,,,america,American Blonde Ale,458,,12
Sunken Island IPA,0.068,,,,america,American IPA,458,,12
Skilak Scottish Ale (2011),0.058,,,,america,Scottish Ale,458,,12
Cold Smoke Scotch Ale (2007),0.065,11,,,america,Scotch Ale / Wee Heavy,510,,16
Double Haul IPA (2009),0.065,65,,,america,American IPA,510,,16
Double Haul IPA (2006),0.065,65,,,america,American IPA,510,,16
Eddy Out Pale Ale,0.055,50,,,america,American Pale Ale (APA),510,,16
Double Haul IPA,0.065,65,,,america,American IPA,510,,16
Cold Smoke Scotch Ale,0.065,11,,,america,Scotch Ale / Wee Heavy,510,,16
U. P. Witbier,,,,,america,Witbier,84,,12
November Gale Pale Ale,,,,,america,American Pale Ale (APA),84,,12
Olde Ore Dock Scottish Ale,,,,,america,Scottish Ale,84,,12
Widow Maker Black Ale,,,,,america,American Brown Ale,84,,12
Lift Bridge Brown Ale,,,,,america,American Brown Ale,84,,12
Pick Axe Blonde Ale,,,,,america,American Blonde Ale,84,,12
Red Jacket Amber Ale,,,,,america,American Amber / Red Ale,84,,12
Amber Ale,0.051,,,,america,American Amber / Red Ale,102,,12
King Street Pilsner,0.055,,,,america,Czech Pilsener,102,,12
King Street IPA,0.06,70,,,america,American IPA,102,,12
King Street Hefeweizen,0.057,10,,,america,Hefeweizen,102,,12
King Street Blonde Ale,0.049,,,,america,American Blonde Ale,102,,12
India Pale Ale,0.063,65,,,america,American IPA,87,,16
Blackberry Wheat,0.048,11,,,america,American Pale Wheat Ale,87,,16
Longboard Island Lager,0.046,18,,,america,American Amber / Red Lager,439,,24
Longboard Island Lager,0.046,18,,,america,American Amber / Red Lager,439,,16
Longboard Island Lager,0.046,18,,,america,American Amber / Red Lager,439,,12
Longboard Island Lager,0.046,18,,,america,American Amber / Red Lager,439,,12
Choc Beer (2003),0.04,9,,,america,American Dark Wheat Ale,505,,12
Bellingham Beer Week 2013 Collaboration,0.08,,,,america,Belgian Strong Dark Ale,354,,16
A Slice of Hefen,0.054,15,,,america,Hefeweizen,332,,16
Elevated IPA,0.072,100,,,america,American IPA,332,,16
Rumspringa Golden Bock,0.066,30,,,america,Maibock / Helles Bock,545,,12
Lancaster German Style Kölsch,0.048,28,,,america,Kölsch,545,,12
Beach Cruiser,0.045,,,,america,Hefeweizen,59,,12
I.P. Eh!,0.068,,,,america,American IPA,59,,12
Schoolhouse Honey,0.05,,,,america,American Amber / Red Ale,59,,12
10 Degrees of Separation,0.055,,,,america,English Brown Ale,59,,12
Laughing Dog Cream Ale,0.05,12,,,america,Cream Ale,218,,12
Two-One Niner,0.048,9,,,america,American Pilsner,218,,12
Laughing Dog IPA,0.064,66,,,america,American IPA,218,,12
Madra Allta,0.064,95,,,america,American IPA,345,,12
Duluchan India Pale Ale,0.056,70,,,america,American IPA,345,,12
Lazy Monk Bohemian Pilsner,0.05,,,,america,Czech Pilsener,406,,16
Yellowstone Golden Ale,0.051,,,,america,Kölsch,537,,12
Tumbleweed IPA,0.057,,,,america,American IPA,537,,12
Lewis & Clark Amber Ale,0.05,,,,america,American Amber / Red Ale,537,,12
Miner's Gold Hefeweizen,0.05,,,,america,Hefeweizen,537,,12
Back Country Scottish Ale,0.057,,,,america,Scottish Ale,537,,12
Getaway,0.052,30,,,america,German Pilsener,244,,16
Farm Girl Saison,0.06,30,,,america,Saison / Farmhouse Ale,244,,16
Adam's Stout,0.058,40,,,america,American Stout,298,,12
American Hero,0.057,42,,,america,American Amber / Red Ale,298,,12
Schweet Ale,0.052,20,,,america,Fruit / Vegetable Beer,298,,12
Irregardless IPA,0.065,75,,,america,American IPA,298,,12
Peach Pale Ale,0.057,40,,,america,American Pale Ale (APA),104,,12
Deadeye Jack,0.06,,,,america,American Porter,149,,12
Pistols at Dawn,0.075,,,,america,American Stout,149,,16
Peacemaker Pale Ale,0.057,47,,,america,American Pale Ale (APA),149,,12
Shotgun Betty,0.058,11,,,america,Hefeweizen,149,,12
Sweet Josie,0.061,30,,,america,American Brown Ale,149,,12
Long Trail IPA,0.059,42,,,america,English India Pale Ale (IPA),268,,12
Long Trail Ale,0.046,30,,,america,American Amber / Red Ale,268,,12
Double Bag,0.072,33,,,america,Altbier,268,,16
Blackbeary Wheat,0.04,8,,,america,Fruit / Vegetable Beer,268,,12
Long Trail Ale (1),0.046,30,,,america,Altbier,268,,12
Gose,0.046,8,,,america,Gose,41,,16
Vermont Pilsner,0.048,20,,,america,German Pilsener,41,,16
Mosaic Single Hop IPA,0.055,,,,america,American IPA,41,,16
Lost Galaxy,0.045,,,,america,American IPA,41,,16
Face Plant IPA,0.062,65,,,america,American IPA,430,,12
Rhino Chasers Pilsner,0.056,55,,,america,Czech Pilsener,430,,12
Slow Hand Stout,0.052,29,,,america,American Stout,377,,16
Hips Don't Lie,0.062,,,,america,Hefeweizen,456,,16
Ride Again Pale Ale,0.052,,,,america,American Pale Ale (APA),456,,16
The Farmer's Daughter,0.048,,,,america,American Blonde Ale,456,,16
Pub Ale,0.038,18,,,america,English Dark Mild Ale,245,,12
Ballistic Blonde,0.051,31,,,america,Belgian Pale Ale,245,,12
Knotty Pine,0.054,,,,america,American Pale Ale (APA),158,,12
Lumberyard Pilsner,0.053,20,,,america,American Pilsner,158,,12
Lumberyard IPA,0.061,,,,america,American IPA,158,,12
Lumberyard Red Ale,0.058,,,,america,American Amber / Red Ale,158,,12
Mac's Highlander Pale Ale (2000),0.05,,,,america,American Pale Ale (APA),485,,12
Mac's Scottish Style Amber Ale (2000),0.051,32,,,america,American Amber / Red Ale,485,,12
Macon Progress Ale,0.05,,,,america,American Pale Ale (APA),400,,12
Macon History Ale,0.055,,,,america,American Brown Ale,400,,12
Galaxy High,0.099,,,,america,American Double / Imperial IPA,91,,12
Sol Drifter,0.043,18,,,america,American Blonde Ale,91,,12
Thunder Snow,0.085,,,,america,Winter Warmer,91,,12
The Great Pumpcan,0.079,18,,,america,Fruit / Vegetable Beer,91,,16
LIFT,0.047,11,,,america,Kölsch,91,,12
SPRYE,0.05,40,,,america,American Pale Ale (APA),91,,12
Psychopathy,0.069,70,,,america,American IPA,91,,12
